id,rationales_1,rationales_2,rationales_3
4371,0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
4373,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4380,0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
4387,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4416,1;1,1;1,1;1
4419,0,1,0
4423,1,1,1
4426,1,1,1
4432,1,1,1
4433,1;1;1;0;0,1;1;1;1;1,0;0;1;0;1
4435,1;1;1;0;1,1;1;1;0;1,0;0;1;0;1
4444,1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;0;0
4449,0;0;0;0;0;0;1;1;1;1;0;0;0,0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;1;1
4454,0;1;0;1;0,1;1;0;1;1,0;0;0;1;0
4456,0;0;0;0;0;0;0;0;1,1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1
4458,1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;0;1;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0
4467,0;1;1;1;1;1;1;1;1;0,0;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0
4475,0;0;0;0;1;1;1;1;1,0;1;1;1;1;1;1;1;1,0;0;0;0;1;0;1;0;0
4476,0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4486,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4489,0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4500,0;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;1
4518,0;0;0;0;0;0;1;1;1;1;0,1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0
4530,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4534,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
4546,0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
4548,0;0;0;1;1;0;0;0,1;1;1;1;1;1;1;0,0;0;1;0;1;0;0;0
4553,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4577,0;1;1;1;1;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;1
4579,0;0;0;0;1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0;0;0
4582,0;1;1;1;1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4585,1;1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0;0;0
4587,0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4592,0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4593,0;0;1;1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0;0;0;0
4594,0;1;1;1;1;1;1;1;0;0;0;0;0,0;1;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;1;0;0;0;0;0;0;0;0
4601,0;1;1;1;1;1;0;0,1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0
4605,1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0,0;1;0;0;0;0;0;0;0;0
4613,0;0;0;0;1;1;1;1;0;0,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0
4617,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4620,0;1,1;1,0;1
4623,1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0
4628,0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4632,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4644,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4646,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4647,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4648,1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,0;0;1;0;0;0;0;0;0
4653,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0,0;0;0;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4655,0;0;0;0;0;0;1,1;1;1;1;1;1;1,0;0;0;0;1;1;0
4669,1;1;1;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0
4671,1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;0;0;0;0;0;0;0
4672,0;0;0;1,1;1;1;1,0;0;0;1
4675,1;1;0;0;0;0,1;1;1;1;1;1,0;1;0;0;0;0
4689,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
4693,0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1,1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
4698,1;1;1;1;0,1;1;1;1;0,0;0;0;1;0
4700,0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4708,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1
4713,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4717,0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
4718,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4719,0;1;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0;0
4724,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4728,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
4731,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
4735,0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1
4737,0;0;0;1;1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;1;0;0;0;1;0;0;0;0
4740,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4741,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0
4747,1;1;1;0;0;0;0,1;1;1;1;1;1;1,0;0;1;0;0;0;0
4750,0;0;0;0;0;0;1;1;1;1,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1
4754,1;1;1;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0;0
4760,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4768,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
4778,1;0;0;0;0,1;1;1;1;1,1;0;0;0;0
4782,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4796,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4797,0;0;1;1;1;1;1;0,1;1;1;1;1;1;1;1,0;0;0;0;0;1;1;0
4812,1;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1,0;1;1;0;0;0;0;0;1;1;1;0
4816,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4817,1;1;0,1;1;1,1;1;0
4825,0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
4832,0;1;1;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;1;1,0;0;0;0;0;0;0;0;0;1;1;0
4833,0;0;1,1;1;1,0;0;1
4845,0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1
4846,1;1;1,1;1;1,1;1;1
4854,1;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1,1;1;0;1;0;0;0;0
4857,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1,1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4858,0;0;1;1;1,1;1;1;1;1,1;1;1;1;1
4859,1;1,1;1,1;1
4867,1,1,0
4870,0;0;0;0;1;1,0;0;0;1;1;1,0;0;0;0;1;1
4883,1;1,1;1,1;1
4907,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
4921,0;0;0;0;0;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4924,1;1,1;1,1;1
4934,1;1;1,1;1;1,1;1;1
4948,1;0;0;0,1;1;1;0,1;0;0;0
4954,0;0;0;0;1;1;1;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0;1
4961,1;1;1;0;0,1;1;1;1;1,1;1;1;0;0
4973,0;0;0;0;0;1;1;1;0,1;1;1;1;1;1;1;1;0,0;0;0;0;0;1;1;0;0
5002,1;1;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1,1;1;0;0;0;0;0;0;0
5004,0;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0
5010,0;0;0;1;1;1;0;0;0;0,0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0;0
5014,1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;1;0;0;0;0;0;0;0;0
5022,0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1,0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
5029,0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
5033,1;1;1;1;1,1;1;1;1;1,0;0;0;0;1
5034,1;1,1;1,1;1
5037,1;1;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;0;1,0;1;1;0;0;0;0;0;0;0;0;0;0
5041,1;1;1,1;1;1,1;1;1
5043,1;1,1;1,1;1
5047,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5048,1;1;0;0,1;1;1;1,0;1;0;0
5051,1;1;1;1,1;1;1;1,1;1;1;1
5054,0;0;1;1;0,1;1;1;1;1,0;0;0;1;0
5064,1;1;0;0;0,1;1;1;1;1,0;1;0;0;0
5065,0;0;0;0;1;1;0,1;1;1;1;1;1;1,0;0;0;0;1;1;0
5066,0;0;1;1;1,1;1;1;1;1,0;0;0;1;1
5067,1;1,1;1,1;1
5075,0;0;0;0;0;0;0;0;0;1;1;0,1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;0;0;0;0;0;0;1;0
5076,1;1;1;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0
5077,1;1;1;1;0;0;0;0;0;0;1;1;1;1;1,1;1;1;1;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5078,0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1
5112,1;1;1,1;1;0,1;1;1
5124,0;0;1;1;1;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;0;0
5126,1;1;0;0;0;0;0,1;1;1;1;1;0;0,1;1;0;0;0;0;0
5132,0;1;1;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;0;0;0;0
5139,1;1,1;1,1;1
5145,1,1,1
5149,1;0,1;1,1;0
5158,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5163,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5172,0;1;0;0;0,1;1;1;1;1,0;1;0;0;0
5173,1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1,1;0;0;0;0;0;0;0;0;0;0
5179,0;0;0;1;1;1;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;1;1;1;1;1;1;1;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5185,0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
