id,text,subtask_a,subtask_b,subtask_c
577,Patate e embel me gjemba,0,2,3
578,Kunkull po haje,0,2,3
579,Dardh me lesh dhe dardh pa lesh 🤣🤣 si puna e pjeshkes,0,2,3
580,Dardh e shartuar me kaktus...,0,2,3
581,Kungull mos te mbifte fara ngado shkoj me del perpara 😂,0,2,3
582,Chayotte. Google it.,0,2,3
583,Rama i shartuar ne Sali👍,0,2,3
584,Spec me gjemba 😂😂😂,0,2,3
585,Esht kungull ose si tip kertollet,0,2,3
586,Ai esht kungull per zbukurim,0,2,3
587,Me siguri ky /jo qe ka bere postimin eshte agronom/e ...e din mire qe eshte kungull ...😂😂😂,0,2,3
588,Dardh me lesh 😂😂😂,0,2,3
589,E ke ngju ate mhb dardha me bisht... kjo tani eshte be dardhe qyteti dardhe me lesh 😂😂😂,0,2,3
590,Kungull 😂😂,0,2,3
591,Tope speci,0,2,3
592,Dardhe e shartuar me lesh .,0,2,3
593,Quhet kajota patate deti ka shije e dardhes,0,2,3
594,Patate braziliane.. nuj esht frut.😂💖,0,2,3
595,Iriq i but 😂😂,0,2,3
596,Bole dashi 😂😂,1,1,3
597,Ajo eshte patate arabe quhet kajota,0,2,3
598,Kungull si ti😂,1,0,0
599,ajo esht patate amerikane,0,2,3
600,Eshte patate qe rritet jasht dheut.,0,2,3
601,Kortolla Americane,0,2,3
602,Prsh esht kungull zihet sic esht me gjema dhe hiqet lekura kollaj per sallat e provum vet e perdorin itali,0,2,3
603,Kungull osh kungull tironc erriii 😂,0,2,3
604,kungull me gjemba 😁😁,0,2,3
605,Dardhe tropikale,0,2,3
606,Patate kineze 🤣🤣,0,2,3
607,Kungull,0,2,3
608,Paralajmeron qe nese tento ta vjedhesh nuk bon😂,0,2,3
609,eshte frut. Rama ik 😂😂,0,2,3
610,Patate me lesh se ashtu i do trapi🤓,1,1,3
611,Quhen kajota dhe jan shum te mira msakt si shije kungulli ....,0,2,3
612,Dardh kanadeze,0,2,3
613,Eshte familje e kungullit por dekorativ,0,2,3
614,Patate jan,0,2,3
615,Ka munsi te jete shartu me limon veriu😂☀️☀️,0,2,3
616,Dardh e eger,0,2,3
617,koce landari,0,2,3
618,Lloji kungulli,0,2,3
619,Kiwi me dardhen kan qen komshi dhe nje nat kan qen tap te dy edhe smajn men me cfar kan bo .. dhe mas ca muaj ja cfar ka dal 😂🤣🤣,0,2,3
620,jackfruit,0,2,3
621,Patate me gjemba si iriq 😂😂😂,0,2,3
622,Kungull,0,2,3
623,I ka hip kungulli dardhesh . Dhe ka nxjerr ket fmi 😂🤣🤣,0,2,3
624,Lloj kungulli per sallat srz,0,2,3
625,Duket si avokado shartu me trandafilin quhet Avofil 😂😂,0,2,3
626,Ka ke dyqani jon tedpitali,0,2,3
627,Dardh e eksituar 🤣🤣🤣,0,2,3
628,Esht kungull far e jashme,0,2,3
629,Dicka e perdhunuar nga kaktusi,1,1,3
630,"I bashkohem edhe un te njejtit mendim me greolaola qe jane patullxhana.Dhe njeri prej antareve te shpise mori faren ketej nga italia  dhe e mbolli ne  shtepin ne shqiperi dhe kjo bim doli si hardhi rrushi, jane shume te mira.",0,2,3
631,"Nuk eshte frut , eshte patate😁",0,2,3
632,Kungull me gjemba quhet e super i shishem.,0,2,3
633,@andi_bogdanii @arifbogdani  ca jan kto o,0,2,3
634,patate e embel😍,0,2,3
635,Kungull mor toc,0,2,3
636,kungull,0,2,3
637,Kungull,0,2,3
638,Gjethe kungulli ka hape e shife ca esht 😂😂😂😂,0,2,3
639,Spec me lesh,0,2,3
640,Esht rrenqeth kur e ke prek me dore 😆😆,0,2,3
641,Kungulll mos te mbifte fara 🤣🤣,0,2,3
642,Kukurec me salc kosi😆😆,0,2,3
643,Patate 😂,0,2,3
644,Dardh e shartuar.,0,2,3
645,Dardha me ferra😂,0,2,3
646,Frut me qime😂,0,2,3
647,Spec i leshur😂,0,2,3
648,Esht patate Amerikane esht shum i mir ka vite qe ka hyr ne vendin ton esht komplet tul kanje bertham ne mes,0,2,3
649,"Patate deti quhet ose quhet kungull me gjemba ,, si ta kesh me mbare 😂😂",0,2,3
650,pjeper eshte patjeter o kungull,0,2,3
651,kungull,0,2,3
652,Kajota (dardhe perime sipas shqiptareve ke plot info ne internet per vlerat ushqyese😊,0,2,3
653,Patate indjane jane dhe shum te shendetshme dhe te shijshme. ✋🏻,0,2,3
654,patate e embel.,0,2,3
655,Ajo eshte patate,0,2,3
656,"Ky eshte frute kinez,te nje reustorante i tyre e kam pare",0,2,3
657,Perim ndoshta jo frut,0,2,3
658,Limon me lesh,0,2,3
659,Eshte kungull o kungull.. 😂🤣😂🤣,0,2,3
660,Ky frute eshte selvilesh,0,2,3
661,Kungull me ferra😍,0,2,3
662,Si u prishen kta njerez xhanem ?,0,2,3
663,Dardh me qime 😜😜,0,2,3
664,Kungull dimerore!i embel pksa!,0,2,3
665,Esht dardh me xhemba 😂😂😂,0,2,3
666,Kungull,0,2,3
667,Si dardh me lesh duket.,0,2,3
668,Ti qenke me fat o shok qe ke kte llof specie n kopeshet esht bim fati qe do t thot qe do vdesesh 425 vjec 🤣🤣,0,2,3
669,Bole me lesh,1,1,3
670,Dardhe me push 😂,0,2,3
671,O njerez ai eshte fik deti..keshtu quhet,0,2,3
672,Fik deti esht i ngrenshem,0,2,3
673,Patate 🥔,0,2,3
674,Kungull,0,2,3
675,dardhe e padepiluar 🤣🤣,0,2,3
676,Kajota 😍,0,2,3
677,Kajota dhe perdoret si patatja dhe eshte shume e mire per femijet,0,2,3
678,Boli lindor me bolin perendimor 🤣🤣🤣🤣,1,1,3
679,Eshte kungull i padepiluar 😂,0,2,3
680,Patate o njerez te mire.,0,2,3
681,🤔🤔🤔,0,2,3
682,Kungull shitet dhe ne treg 👌👌,0,2,3
683,Qfar dukje paskan 🙈😂😂,0,2,3
684,Kungull me gjemba,0,2,3
685,Cajota😜,0,2,3
686,Kajota.Perime qe permban vetem 16 kalori ne 100 grame.Perdoret ne sallatra te ndryshme.Ju befte mire.,0,2,3
687,O kungull i toç si ai qe te ben plaka byrek me kungull,0,2,3
688,Patate Italiane,0,2,3
689,Pe ke turp te pyesesh vete... mine me sahat eshte,0,2,3
690,Kivi....,0,2,3
691,Patate greke,0,2,3
692,Gorrica😏,0,2,3
693,🤣🤣🤣 dardh me gjemba,0,2,3
694,Kungull francez e ka emrin,0,2,3
695,@ardit_kallulli 😂😂😂,0,2,3
696,@elis.metaliaj @alda.metalia hahahah qenka problem serioz 😂,0,2,3
697,kungull,0,2,3
698,patate,0,2,3
699,o popolo albanese nuk eshte as kungull as patllixhan ka nje emer te vecant,0,2,3
700,Kungull seshte frut,0,2,3
701,Jan bole per cunat qe skan bole ti marin dhe ti vejn 😂😂😂😂 ju ka dhen zoti nje shanc te dyt 🤦‍♂️😂😂😂,1,1,3
702,Banane e shartuar me dardhe qe i bije dardhnane🤣🤣🤣🤣,0,2,3
703,Bole kamzaliu 😉😉,1,1,3
704,Thjesht kungull,0,2,3
705,Eshte kungull,0,2,3
706,eshte perime behet sallat edhe gjelle eshte super kushton 1mij leke kg drg nja 10 kg nga rrogozhina.,0,2,3
707,Nk eshte frut por eshte kungull me gjemba,0,2,3
708,Patate.,0,2,3
709,"Ky osht ""fiku mos më prek""",0,2,3
710,Iriq I bute 😂😂😂😂,0,2,3
711,Kungull gjembac,0,2,3
712,Si tip kungulli a shum e shijshme po duht t dish me e gatu,0,2,3
713,Esht shartim dardhe me ferr 🤘🤘🤘😂,0,2,3
714,Speca te mush .,0,2,3
715,Gugull oshte,0,2,3
716,Patate e embel,0,2,3
717,Kungull dhe esht shum i mir 😋🙈🥰😍,0,2,3
718,"ai sesht frut por perime dhe quhet TANGUL , tfala selvies 🔥",0,2,3
719,kungull o kungull,0,2,3
720,Dardh e lesht 😂😂,0,2,3
721,Kajote!,0,2,3
722,Te gjithe talleni nga pak por ajo eshte patate dhe patate shume e mire,0,2,3
723,Haje se esht e mir i ben shtrenjt kg e saj,0,2,3
724,Karlliqedeti,1,1,3
725,Kungull,0,2,3
726,Spec me kunja 😂,0,2,3
727,Patate,0,2,3
728,Qershi,0,2,3
729,"Kungull, po e kultivojne ne Lushnje, eshte shume i mire dhe eshte bio...",0,2,3
730,Patate kineze,0,2,3
731,Dardhe me gjenba😂😂😂,0,2,3
732,🍓,0,2,3
733,I paska dal mjekra🤣🤣,0,2,3
734,Lefter Maliqi 😛,0,2,3
735,patate fush kruje 😜,0,2,3
736,Konviktore e sapo ardhur ❤️,0,2,3
737,Kungulli Eger quhet,0,2,3
738,Patate me lesh,0,2,3
739,Kastavec,0,2,3
740,eshte super kam mar dhe un ne shqiperi e kam mbjell ne bace ketu ne gjermani eshte kungull i eger per byrek eshte super lexoni me shum ne internet per te mirat e keti,0,2,3
741,Patate e embel,0,2,3
742,Dardh me lesh 🤔,0,2,3
743,Dardh me lesh 🤣,0,2,3
744,Dardh e shartuar me kiwi,0,2,3
745,chayote squash ( kungull ),0,2,3
746,Esht i shartuar me kivi,0,2,3
747,Ai esht fruti qe kruajn bythen politikanet 🤣🤣,0,2,3
748,Kungull😂,0,2,3
749,Eshte kungull...,0,2,3
750,Patate e embel,0,2,3
751,E cila behet sallat esht supere,0,2,3
752,Patate,0,2,3
753,"Dardhe Kajote , quhet ngjason pal me shijen e kungullit , patates e ka formen e dardhes... Eshte shume e mire per diabetiket te konsumohet sic eshte (normalisht pa lekure ).",0,2,3
754,@gjojdeshi94 @klejdi_gremi,0,2,3
755,Ai eshte kungell i eger nuk eshe frut,0,2,3
756,🍐🍐 me lesh🤣🤣🤦‍♀️,0,2,3
757,Ky trut hahet si patatja,0,2,3
758,Po patate rritet shume normal ne shqiperi si puna e kivit vetem don nji shtrat me tela,0,2,3
759,Kungull gatuhet me veze,0,2,3
760,Dardhe nuk eshte rrujt 😉😉😉,0,2,3
761,"Kungull ,nuk eshte frut eshte perime , perdoret i zier",0,2,3
762,PATATE,0,2,3
763,kungull,0,2,3
764,Opo lene ça o .. Po kpute e çoje nshpi..se deri sa ta gjej joq ça esht..ta kan mar te tjeret 🤣,0,2,3
765,Fruti mekatit 😂,0,2,3
766,Eshte patate o njerez,0,2,3
767,🤔,0,2,3
768,Kungull me gjemba,0,2,3
769,Me duket quhet patate uji.,0,2,3
770,"Kajot,ose.kungull me gjemba",0,2,3
771,Sterkungull,0,2,3
772,Dardh sa e kam ngrene mbreme nje si kjo sa e mir esht 😊😊😊,0,2,3
773,Kajota dhe ka shije si kercell lakre,0,2,3
774,Patate me gjemba,0,2,3
775,Patate,0,2,3
776,Avocado 🥑 😂,0,2,3
777,Patate 🥔🥔,0,2,3
778,Dardh kaktus vetem ne shipri mbin ky lloj fruti i rrall hahahaha 😂😂😂😂😂,0,2,3
779,Esht kungull plako. Nga kto ka shum nga anet e korçes.,0,2,3
780,Na thoni si ta qeroj se un e blej dhe e hedh n kosh 🤦‍♀️🥴,0,2,3
781,patate meksike supa eshte nona me to,0,2,3
782,Speca te qukme 😂😂,0,2,3
783,Kungull,0,2,3
784,koqe dashi,1,1,3
785,Se paskem pa najhere 🤷‍♀️,0,2,3
786,Frut me gjera plot🤣,0,2,3
787,Kajot,0,2,3
788,Haha patate e embel,0,2,3
789,kungull zbukurimi 😋,0,2,3
790,Ky quhet kungull spinoz,0,2,3
791,Kastravec rus 😂😂,0,2,3
792,Tango mango @kinggold.official 👌😂,0,2,3
793,Tope dashi🤣,1,1,3
794,Dardha te egra,0,2,3
795,Hahah esht kungulli mos me prek se ee hengre😂🤪🤪,0,2,3
796,Asht dardh me lesh 😂😂,0,2,3
797,Kungull me lesh😂😂,0,2,3
798,Piperke me gjize😂😂,0,2,3
799,Kungull me lesh😂😂😂😂,0,2,3
800,Patate,0,2,3
801,Kjo osht dardhe e pa rrujtme ne pubertet 😂,1,0,1
802,Eshte kungull o kungull,0,2,3
803,Kungull,0,2,3
804,Patate e eger,0,2,3
805,Iriq kiniz 😂😂,0,2,3
806,A tpret puna me mdal gjumi pastaj ta mendoj 🤣🤣🤣🤣🤣,0,2,3
807,nje nga llojet me te mira te kungullit,0,2,3
808,Kungull perdoret si sallat ka vlera shume ushwyese,0,2,3
809,Kungull,0,2,3
810,Dardh +kaktus,0,2,3
811,Kungull,0,2,3
812,Dardha me lesh 😅😅,0,2,3
813,Kungull super,0,2,3
814,Kivi,0,2,3
815,Dardh me lesh😂🤣,0,2,3
816,kungull,0,2,3
817,Kungulli mbin kudo,0,2,3
818,Dardhe iriq 😜,0,2,3
819,Patate me lesh bithe,1,1,3
820,Kungull,0,2,3
821,Dardh me kaktus,0,2,3
822,kungull,0,2,3
823,Kajot,0,2,3
824,Futi i t'rrume e shife ça del😂,1,1,3
825,Patate,0,2,3
826,Karavidhe,0,2,3
827,Kungull edhe esht shum i shijshem 😋😋😋😋,0,2,3
828,Kungull me gjemba,0,2,3
829,Bo*e iriqi 🤣🤣🤣🤣🤣🤣,1,1,3
830,Kungull,0,2,3
831,Dardh me lesh 😂,0,2,3
832,"Kungull me gjemba është , ka edhe ngjyre jeshile",0,2,3
833,Ftua me lesh😋,0,2,3
834,😂😂😂,0,2,3
835,Kungull me me ferra,0,2,3
836,Patate,0,2,3
837,Kungull😝,0,2,3
838,Kungulle si mendja jote 😂 😂 😂 😂 😂 😂 😂,1,0,0
839,"qime paska,,,po se ca jan se di🙈🙈🤭🤭",0,2,3
840,Patatet e Edi rames,1,0,0
841,😂😂😂😂,0,2,3
842,Eshte kungull dhe jo patate 😂😂😂😂,0,2,3
843,Dardha me qime 😜,0,2,3
844,kungull o kok kungull 😂,1,0,0
845,Jane patate edhe nuk kane mbire vete po duhet me u mbjell...👍,0,2,3
846,Koqe keci ahahaha,1,1,3
847,Patate,0,2,3
848,Dardhe e pa depiluar,0,2,3
849,Kungull gjelle,0,2,3
850,Nuk eshte frut eshte pothuajse si patate,0,2,3
851,Ky eshte kungull me gjemba.,0,2,3
852,Koqe Dashi 🤔🤪,1,1,3
853,Rama ne Bracen 😂😂😂,0,2,3
854,Kungull...,0,2,3
855,Kungo,0,2,3
856,Esht nje tip patateje qe kushton nese gjen bleres te mir,0,2,3
857,"Nuk eshte frut,eshte kungull me spina(amerikan)",0,2,3
858,Papatate amerikane,0,2,3
859,❤️❤️,0,2,3
860,Shyqyr me ne fund joq beri 1 postim te hajrit 😍,0,2,3
861,Bote e cuditshme.,0,2,3
862,😍😍😍,0,2,3
863,hahahahha sat bukul,0,2,3
864,❤️❤️❤️❤️❤️,0,2,3
865,Ku e sheh harmonine ktu o shoku.. se gjum po flejn 😂😂😂,0,2,3
866,😍😍,0,2,3
867,😍😍,0,2,3
868,Shqiptart s’kan as harmoni as asgje😒🙈kan vdek😣,0,2,3
869,😍😍,0,2,3
870,@denniss_livadhii h mer a e shef ca bohet n Zall Herr 🤣🤣,0,2,3
871,Sa te mileee ♥️♥️♥️,0,2,3
872,Zemratttt 😍😍💖💖💖💋💋,0,2,3
873,Do ti ket msu ilir meta kto se ai merret me mace e qen 😜,0,2,3
874,KTU ne Shqipri sdon vllai vllain . sdon Cuni baben po nenen . ska mo ka humbur cdo gjo ktu,0,2,3
875,😍 Sa i ngjaka @felix_sokoke,0,2,3
876,💖💖,0,2,3
877,Rrelaks yll,0,2,3
878,🥰🥰🥰,0,2,3
879,Do e rrezonin qeverin e poshter,0,2,3
880,😍😍,0,2,3
881,Mos i fut te gjithe mi thes,0,2,3
882,Sa t mireee💕💕💕💕,0,2,3
883,😍,0,2,3
884,😍😍,0,2,3
885,Po kan me harmoni kafshet sot se sa njerzit 👑❤️,0,2,3
886,Jo te gjith nuk kan harmoni ka dhe plot shqiptar qe kan harmoni apo i re shkurt ti i fute te gjith ne nje thes 🙂,0,2,3
887,Cute 😂,0,2,3
888,Pse kafshe jane shqiptaret🤔😉,1,0,1
889,Perher kto te zallherrit plot surpriza 😂😂,0,2,3
890,Dken si takimi i djeshëm mes ilirit të monës dhe babait të lulit😂😂,0,2,3
891,😂👏,0,2,3
892,Si Rama me Spiropalin😄,0,2,3
893,Tashi po jetojn njerzit me kafsh e Jo me kafsh me kafsh😂😂😂ska ndonje gje te veqante ketu😍😜😜😜,0,2,3
894,😍😍😍,0,2,3
895,😍,0,2,3
896,Si qeni im me macen rrinkan bashk😘,0,2,3
897,@led_inna,0,2,3
898,hahahahah tja haj zemren,0,2,3
899,Po me ate ftot qe ben atje flen macja me miun o pall 🤣🤣🤣,1,1,3
900,😍😍,0,2,3
901,😍🌎,0,2,3
902,Sikur të ishin dhe njerzit thuaj në përgjithësi 😏,0,2,3
903,Sa pa lidhje...nejse bravo..dole te joq,0,2,3
904,Si Rama  me Lulin ne realitet 😂,0,2,3
905,Ne krevat me armikun qe me mire ta kesh afer ...😉,0,2,3
906,2 dashuri 😍😍,0,2,3
907,😍😍,0,2,3
908,Sikur te ishin dhe njerezit si kto kushedi si do ishte bota,0,2,3
909,E ka zen te dashur qeni😂😂,1,0,0
910,😍😍,0,2,3
911,Sot me harmoni kane kafshet se njerzit.,0,2,3
912,😂😂😂Jemi nharmoni me veten ne,0,2,3
913,se skan mundesi me ble nje gazet ndaj shikojn aty,0,2,3
914,Prsh Joq ato Po Shofin Thashethemet qe kan ndodhur Nje Nate Me Pare Faleminderit!,0,2,3
915,👎👎👎,0,2,3
916,Mdk se jan nga ato gazetat me te lepira 🤣,1,0,1
917,Skemi shit shalqi sivjet ca tbjm,0,2,3
918,😜😂,0,2,3
919,@ledorshani keni parkuar keq,0,2,3
920,I kane harxhuar leket pleqte te biletat gervisht e fito ndaj nuk kan leke per gazeta.,0,2,3
921,nuk paskan ftoht lushnjaret me te shkurtera ne mes dimrit,0,2,3
922,Pse ja vlen te harxhosh leke per keto budallalliqe qe degjojm,0,2,3
923,Nderkohe qe gazetat shperndahen free neper stacione treni ktej nga UK,0,2,3
924,Po lexojne oroskopin,0,2,3
925,@brunogjy  A e di ku eshte ky vendi?😂😂😂,0,2,3
926,Cekja para ca vitesh kishte nje batute: ‘ka prere Leku gojen’,0,2,3
927,"e keni ba Shqiperine ma keq se ne  Afrike nuk kan ngel per 30 leke per me ble nje gazete ,🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",0,2,3
928,Kursimtar  shum,0,2,3
929,"jo re burr
edhe me pa s't len njeri se thojn se s'ka lek
qr 😂😂😂",1,1,3
930,Do hyni dhe ne shpi per tju bere foto te tjerve me postu ne JOQ,0,2,3
931,@brunogjy ti e ke bere kte 😂,0,2,3
932,Mendje e zgjuar👏,0,2,3
933,Njerzt nuk kan lek per buk ti thu me ble gazeta,0,2,3
934,Partia mbi te gjitha,0,2,3
935,👏👏👏😂😂😂 👌,0,2,3
936,Sa gjynah 😢,0,2,3
937,Mos e beni kaq tragjike aman nuk e shikojn te arsyeshme nuk e blen kush do i nxjerr nga dheu tragjedi e beret per cdo gje me te vogel pff..Nje moment jane ndalur kan pare gazetat e kaq se skan mosh te rrin me gjys ore aty kemb ..E keni tejkalu me kto ekzagjerimet e beret shqiperine si iraku,0,2,3
938,Pse ti blejn kur mund ti lexojn e keshtu,0,2,3
939,I prishin pas femrave pensionin dhe skane për gazetën,0,2,3
940,😐,0,2,3
941,Kështu ka qenë edhe kur kishte lek ne Lushnjë 😁,0,2,3
942,"Sa te mire qe jane.....,,,",0,2,3
943,Ose edhe sduan ti blejn kur mund ti lexojn aty qyl 👌🤦‍♀️,0,2,3
944,Po kush blen mo gazeta e vlla..me lexu rrena ee..!!,0,2,3
945,😮😪🤦‍♀️,0,2,3
946,Lushnjaret sjane budallenj te harxhojne leke me ble gazeta 😂,1,0,1
947,Po esht bo ftoht  koha spo qihet mo ne lulishte 🤣🤣,1,1,3
948,👌,0,2,3
949,Me filtra.,0,2,3
950,Ka hyre qe te ujisi pemet qe ka mbjelle😂😂😂😂😂😂 nuk e shikoni qe e la bahazhin plot me uje🙈🙈🙈🙈🙈😂😂😂,0,2,3
951,Kap lalin mik e shpeto veten 😉😉👍,0,2,3
952,Shikoni punen tuaj se ato kane autorizim sepse kane biznese te tyret ne ambjente te liqenit brenda.🔥🔥🔥,0,2,3
953,Pirdh pirdh o koqe kanari,1,1,3
954,U bo x targa t reja ky miku,0,2,3
955,😏,0,2,3
956,Po ka dal per vrap ai me ate rast ka mar dhe benzin 🤣🤣🤣,0,2,3
957,👏👏😂,0,2,3
958,Po' ti i kerkove gjendjen civile atij... Ene thon pastaj shef shqiptari punen e vet,0,2,3
959,@adrian.asllani Sa her tkam thon mos pi se iken kot mkot,0,2,3
960,hahahahahaha ozot,0,2,3
961,Na kan ckc🙈,0,2,3
962,Naj dit do ta bojn me pages edhe aty,0,2,3
963,😢😢😢,0,2,3
964,As me bicikleta ste lejne te ecesh aty🤦‍♀️,0,2,3
965,Lerini nje dite te bredhin kote mos hypi asnje sakrifikoni o me taksi ose ne kembe do ta shihni sa te mire do jene,0,2,3
966,Beeee ..deleee,0,2,3
967,Po mir keta pse sblenje nga nje benz,0,2,3
968,Nonen tu qin deleve,1,1,3
969,"Fuckoff the Albanian government 👎I torturon njerzit, dhe prap njerzit kok ulur cudi!!!!!!",0,2,3
970,Ate qe gatua ha sesht cj,0,2,3
971,"📍Kabul,Siri",0,2,3
972,Cfar tmeri vertet eshte per te ardhur keq se si po e katandisin vendin 😤😤 mjer populli i gjor me ata perbindsha qe e drejtojne ate vend tmer 😡😡😡,0,2,3
973,Ore Po sa u perton bitha Po futnja mer n kem,0,2,3
974,Edhe 1 se u mbush,0,2,3
975,Lali gorja do te menaxhoje edhe aeroportin do ta beje Tiranen sa gjithe Shqiperia e mesme sepse e ndriti me miremenaxhimin e qendres lagjeve dhe periferise se kryeqytetit.,1,0,0
976,e perse i hapi Dyert apo per pordh ?,0,2,3
977,👏👏👏,0,2,3
978,"Gjyna njerezit e shkrete 😢😢 Nga e pa pasmia jane ber si Zombi 😢😢 Te pa pune, te pa ngren,, te humbur ne nje bot ku  shpresa per tu permisuar eshte 00000 😢😢😢😢",0,2,3
979,"mamir,ska",0,2,3
980,"ishalla  e  bo  bileten 1 mijlek  lali , qe  te  kujtohen  te  ngrehen  nga gjumi",0,2,3
981,Votoni rilindje votoni EDI RAMEN se ben fush sporti jo te mendoi per gjera me te arsyeshme per popullin .... i bukur STADIUMI kishte edhe uiij plot i laven tifozat🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,0,2,3
982,@erionveliaj,0,2,3
983,@ erionveliaj ma  qisha rracen ku  ke po don edhe taks m hi ne tr,1,0,0
984,Sa prisni autobuzin 1 ore do ishte me mire ne kembe dhe pse do jeni larg po skeni cte beni tjt se fiala e popullit bie ne vesh te shurdher,0,2,3
985,Fleni gjum tu prit autobuzin 😑,0,2,3
986,votoeni prap se mir ja uben ai juve  me mir do ishte njer ne dy ore tja usjellte,0,2,3
987,Bojkotojini nganjehere totalisht dhe shikoni se si ndryshojn,0,2,3
988,"Normal se jane dele. Delet ashtu rrine, tuf bashke.",1,0,1
989,Mir ti bohet😏,0,2,3
990,Perfundimisht sbehet ky vend,0,2,3
991,Shi si rri xhepisti aty jasht me kapuc 🤣🤣🤣🤣,0,2,3
992,"asgje nuk eshte , edhe femija i vogel kur don uje apo ushqim fillon e qan .... po skerkove uje ste jep kush ... befshi qejf o popull...",0,2,3
993,Direkt per me u antarsu ne europ 😜🤣🤣,0,2,3
994,"Po mire ja bejne,keshtu e do ky popull..🤣🤣",0,2,3
995,dhe ai qe vjen eshte plott 😂,0,2,3
996,Mir tna bahet se na pelqe me vujt na si popull ngelem tu hesht para cdo problemi pranaj shqipnia asht keq e do bahet mo keq akoma 😢😢😢,0,2,3
997,Mos merzisni se do ju sjellim autobuza elektrike si ne Finlande 😜,0,2,3
998,Mir ju bajn,0,2,3
999,Kana te lujt shah hajduti mrena,0,2,3
1000,Urbanat e qytetit duhen 10ose20 min ne kryqytet cka bahet keshtu gjithmon ky vend rralla pritje deri kuuur ju marroft zoti a doni me ba shtet njajher,0,2,3
1001,🤦‍♀️🤦‍♀️tmerrrr,0,2,3
1002,Ku jetojme zot!,0,2,3
1003,Mire qe jemi nga Elbasani se vjen autobuzi cdo ore.Vetem Tirane mos te rrish..,0,2,3
1004,Si ne Shkoder🤣🤣😊,0,2,3
1005,dhe ntrren si mer tgjith ato jo aty 😂,0,2,3
1006,Legena se dy urbane te shpejtojn ne 7 e 30 dhe ne 8.,1,0,1
1007,Gjynah,0,2,3
1008,Ndihesh vetem ke nevoje te te perkedheli dikush floket te te preke kudo merr autobuzin e uzines ne oren 8 🤣🤣🤦‍♀️,0,2,3
1009,Paskan mbaruar urbanat 😱😱😱😱,0,2,3
1010,Se kuptoj cfar institucioni eshte JOQ?,0,2,3
1011,Probleme 😱😱😱😱,0,2,3
1012,"Plot njerez? Nuk i keni pa Venet e tjera ne bote se vec ankoheni, shko provoje n paris mer metron n oren 8 t mgjesit",0,2,3
1013,Nje her ne radhe te par duhet denuar kompania pastaj shoferi shif se ka njerz lajmero te vije autopuz tjeter  i moret te qaf njerit  mua me ndodhi e njejta gje u mbush plot autopuzi goca qante shum  dhe i  denencova ne polici dhe her tjeter nuk u perserit ktu ne Strug  cbehet kshu i moret ne qaf njerzit,0,2,3
1014,dilni protest mos rrini si gjynah shteti o ne sherbim te juj jo ju per te,0,2,3
1015,nuk bohet joooo,0,2,3
1016,Po te presin tjetrin se nuk i merr te gjith 1,0,2,3
1017,Esh shtu shum popullsia ne tr hidhni ca neper rethe se po shuhen,0,2,3
1018,@stergu_rey,0,2,3
1019,Skandal sidomos uzina traktorit,0,2,3
1020,Amin ju q* Lali Eri,1,0,0
1021,"Gjysma nga ato qe presin aty, i puthin doren neper foto Lali PLEHUT",0,2,3
1022,#turkmenistan,0,2,3
1023,#bagdad,0,2,3
1024,#pakistan,0,2,3
1025,Tmerr,0,2,3
1026,Ca do me thene me kte o kameraman a do tvij joq me autobuz!,0,2,3
1027,Mir se bushet plot duhet me rut edhe gjepat se te krun hahah,0,2,3
1028,po ne sa di un ato celsat e dritace nuk prishen vet,0,2,3
1029,po a jeni elektricist rregullojeni pra,0,2,3
1030,😍👏,0,2,3
1031,A me prize do te mesosh ti ule me koken aty ose ik,0,2,3
1032,Lutem qe te keni mesues te kualifikur se ata jane kryesorja...pastaj ambjenti eshte i fundit,0,2,3
